"county_areas","region","date","month","year","quarter","homicide_con","offences_against_the_person_con","sexual_offences_con","burglary_con","robbery_con","theft_and_handling_con","fraud_and_forgery_con","criminal_damage_con","drugs_offences_con","public_order_offences_con","all_other_offences_con","motoring_offences_con"
"North Yorkshire","Yorkshire and Humberside","2015-06-01","Jun",2015,"Q2_2015",2,138,3,16,1,140,14,33,47,63,21,135
"Nottinghamshire","East Midlands","2015-06-01","Jun",2015,"Q2_2015",4,241,18,39,8,253,14,51,112,113,60,166
"South Wales","Cymru/Wales","2015-06-01","Jun",2015,"Q2_2015",1,346,27,52,13,323,25,86,156,153,19,643
"South Yorkshire","Yorkshire and Humberside","2015-06-01","Jun",2015,"Q2_2015",4,261,6,53,8,397,30,74,120,97,28,170
"Staffordshire","West Midlands","2015-06-01","Jun",2015,"Q2_2015",0,172,15,24,5,167,10,54,85,62,34,169
"Suffolk","East of England","2015-06-01","Jun",2015,"Q2_2015",0,134,2,9,9,98,4,31,49,59,15,115
"Surrey","South East","2015-06-01","Jun",2015,"Q2_2015",0,150,15,13,4,116,13,14,71,35,16,128
"Sussex","South East","2015-06-01","Jun",2015,"Q2_2015",1,277,31,27,6,238,22,46,107,72,28,240
"Thames Valley","Thames and Chiltern","2015-06-01","Jun",2015,"Q2_2015",1,348,52,41,8,336,34,70,160,117,59,321
"Warwickshire","West Midlands","2015-06-01","Jun",2015,"Q2_2015",0,74,5,9,3,64,1,18,20,22,11,82
"West Mercia","West Midlands","2015-06-01","Jun",2015,"Q2_2015",2,181,26,15,7,171,8,45,71,62,27,173
"West Midlands","West Midlands","2015-06-01","Jun",2015,"Q2_2015",5,577,60,94,68,662,21,109,196,191,116,378
"West Yorkshire","Yorkshire and Humberside","2015-06-01","Jun",2015,"Q2_2015",4,518,72,88,18,380,34,110,173,146,49,305
"Wiltshire","Oxfordshire","2015-06-01","Jun",2015,"Q2_2015",0,105,11,8,1,95,4,28,29,39,5,86
"Avon and Somerset","South West","2015-07-01","Jul",2015,"Q3_2015",7,300,52,30,8,246,18,81,121,98,52,196
"Bedfordshire","Thames and Chiltern","2015-07-01","Jul",2015,"Q3_2015",0,93,4,16,5,89,23,29,32,31,8,72
"Cambridgeshire","East of England","2015-07-01","Jul",2015,"Q3_2015",0,154,12,12,7,87,7,40,58,19,17,103
"Cheshire","Mersey-Cheshire","2015-07-01","Jul",2015,"Q3_2015",1,262,27,26,3,187,14,62,80,72,22,143
"Cleveland","North East","2015-07-01","Jul",2015,"Q3_2015",0,120,10,36,14,243,12,51,41,80,9,68
"Cumbria","North West","2015-07-01","Jul",2015,"Q3_2015",0,117,7,16,3,81,14,42,45,16,42,89
"Derbyshire","East Midlands","2015-07-01","Jul",2015,"Q3_2015",0,198,26,28,10,141,11,52,71,85,14,110
"Devon and Cornwall","South West","2015-07-01","Jul",2015,"Q3_2015",0,185,12,20,0,148,9,61,64,54,71,249
"Dorset","Oxfordshire","2015-07-01","Jul",2015,"Q3_2015",0,149,13,10,2,137,10,26,51,62,4,90
"Durham","North East","2015-07-01","Jul",2015,"Q3_2015",1,106,6,19,2,98,8,35,16,57,11,86
"Dyfed Powys","Cymru/Wales","2015-07-01","Jul",2015,"Q3_2015",0,95,9,7,0,59,5,27,81,33,3,87
"Essex","East of England","2015-07-01","Jul",2015,"Q3_2015",4,293,45,37,24,206,34,63,81,49,30,236
"Gloucestershire","South West","2015-07-01","Jul",2015,"Q3_2015",0,68,4,11,5,84,3,28,24,15,13,55
"GreaterManchester","North West","2015-07-01","Jul",2015,"Q3_2015",2,690,60,73,41,403,37,142,175,275,102,485
"Gwent","Cymru/Wales","2015-07-01","Jul",2015,"Q3_2015",2,141,6,13,4,112,6,40,56,40,7,99
"Hampshire","Oxfordshire","2015-07-01","Jul",2015,"Q3_2015",3,323,33,41,2,264,23,57,97,114,13,267
"Hertfordshire","Thames and Chiltern","2015-07-01","Jul",2015,"Q3_2015",1,176,7,28,15,192,9,19,71,47,25,166
"Humberside","Yorkshire and Humberside","2015-07-01","Jul",2015,"Q3_2015",2,180,36,28,1,174,13,44,54,74,19,130
"Kent","South East","2015-07-01","Jul",2015,"Q3_2015",1,260,23,58,9,273,29,65,122,75,45,215
"Lancashire","North West","2015-07-01","Jul",2015,"Q3_2015",4,323,30,60,12,281,14,97,132,115,118,263
"Leicestershire","East Midlands","2015-07-01","Jul",2015,"Q3_2015",2,126,15,6,0,73,7,14,14,27,9,86
"Lincolnshire","East Midlands","2015-07-01","Jul",2015,"Q3_2015",2,112,8,20,0,143,6,37,28,73,9,145
"Merseyside","Mersey-Cheshire","2015-07-01","Jul",2015,"Q3_2015",4,347,21,26,12,219,19,67,219,118,34,218
"Metropolitan and City","Greater London","2015-07-01","Jul",2015,"Q3_2015",14,1625,144,261,121,1257,224,400,1094,529,455,1483
"Norfolk","East of England","2015-07-01","Jul",2015,"Q3_2015",0,174,8,17,5,126,4,44,53,92,17,116
"Northamptonshire","East Midlands","2015-07-01","Jul",2015,"Q3_2015",0,79,10,8,1,71,5,18,26,31,4,99
"Northumbria","North East","2015-07-01","Jul",2015,"Q3_2015",1,306,19,62,11,441,18,125,98,226,50,281
"North Wales","Cymru/Wales","2015-07-01","Jul",2015,"Q3_2015",3,178,12,23,0,146,17,48,46,58,10,118
"North Yorkshire","Yorkshire and Humberside","2015-07-01","Jul",2015,"Q3_2015",1,123,12,19,1,141,12,37,59,98,15,127
"Nottinghamshire","East Midlands","2015-07-01","Jul",2015,"Q3_2015",3,274,15,39,7,226,20,53,102,94,41,158
"South Wales","Cymru/Wales","2015-07-01","Jul",2015,"Q3_2015",2,396,28,51,9,313,14,64,221,170,16,720
"South Yorkshire","Yorkshire and Humberside","2015-07-01","Jul",2015,"Q3_2015",2,262,5,38,11,317,19,58,116,100,30,165
"Staffordshire","West Midlands","2015-07-01","Jul",2015,"Q3_2015",2,195,23,35,3,181,8,45,73,56,55,153
"Suffolk","East of England","2015-07-01","Jul",2015,"Q3_2015",0,124,5,10,1,78,7,26,37,36,7,90
"Surrey","South East","2015-07-01","Jul",2015,"Q3_2015",0,195,11,10,4,84,11,14,55,43,18,168
"Sussex","South East","2015-07-01","Jul",2015,"Q3_2015",0,276,39,24,7,206,18,51,94,91,25,258
"Thames Valley","Thames and Chiltern","2015-07-01","Jul",2015,"Q3_2015",2,373,48,26,9,313,31,64,145,147,37,276
"Warwickshire","West Midlands","2015-07-01","Jul",2015,"Q3_2015",1,92,5,5,3,71,5,14,21,17,17,66
"West Mercia","West Midlands","2015-07-01","Jul",2015,"Q3_2015",1,230,29,21,0,199,9,46,61,53,29,188
"West Midlands","West Midlands","2015-07-01","Jul",2015,"Q3_2015",4,674,55,75,45,648,37,115,231,202,130,406
"West Yorkshire","Yorkshire and Humberside","2015-07-01","Jul",2015,"Q3_2015",4,455,36,75,27,392,23,105,118,164,62,337
"Wiltshire","Oxfordshire","2015-07-01","Jul",2015,"Q3_2015",0,109,11,10,2,98,9,24,19,39,5,69
"Avon and Somerset","South West","2015-08-01","Aug",2015,"Q3_2015",3,320,40,41,12,234,21,66,118,88,44,183
"Bedfordshire","Thames and Chiltern","2015-08-01","Aug",2015,"Q3_2015",1,58,5,9,5,58,4,14,13,16,9,53
"Cambridgeshire","East of England","2015-08-01","Aug",2015,"Q3_2015",0,89,5,11,3,60,6,31,29,20,16,84
"Cheshire","Mersey-Cheshire","2015-08-01","Aug",2015,"Q3_2015",0,188,20,22,4,151,6,49,72,70,13,133
"Cleveland","North East","2015-08-01","Aug",2015,"Q3_2015",0,87,13,34,5,261,22,45,46,81,19,78
"Cumbria","North West","2015-08-01","Aug",2015,"Q3_2015",0,83,7,4,0,77,5,27,39,57,24,69
"Derbyshire","East Midlands","2015-08-01","Aug",2015,"Q3_2015",1,212,13,17,9,152,9,32,60,52,30,127
"Devon and Cornwall","South West","2015-08-01","Aug",2015,"Q3_2015",1,192,17,46,7,146,27,55,95,63,82,194
"Dorset","Oxfordshire","2015-08-01","Aug",2015,"Q3_2015",0,140,7,8,1,95,6,19,24,31,2,74
"Durham","North East","2015-08-01","Aug",2015,"Q3_2015",0,100,10,18,0,138,7,31,30,58,8,102
"Dyfed Powys","Cymru/Wales","2015-08-01","Aug",2015,"Q3_2015",0,68,5,5,1,40,6,17,66,24,2,61
"Essex","East of England","2015-08-01","Aug",2015,"Q3_2015",1,242,26,14,5,182,16,56,61,33,24,187
"Gloucestershire","South West","2015-08-01","Aug",2015,"Q3_2015",1,99,4,6,2,58,3,19,31,12,7,60
"GreaterManchester","North West","2015-08-01","Aug",2015,"Q3_2015",0,558,47,53,21,368,23,162,152,224,111,372
"Gwent","Cymru/Wales","2015-08-01","Aug",2015,"Q3_2015",1,129,7,15,2,80,2,30,39,52,5,45
"Hampshire","Oxfordshire","2015-08-01","Aug",2015,"Q3_2015",4,283,35,48,9,221,29,57,88,74,13,240
"Hertfordshire","Thames and Chiltern","2015-08-01","Aug",2015,"Q3_2015",0,107,6,17,3,103,6,21,32,29,8,96
"Humberside","Yorkshire and Humberside","2015-08-01","Aug",2015,"Q3_2015",1,163,29,24,3,187,4,43,61,76,7,127
"Kent","South East","2015-08-01","Aug",2015,"Q3_2015",4,234,30,35,8,251,26,49,111,61,43,188
"Lancashire","North West","2015-08-01","Aug",2015,"Q3_2015",3,281,35,55,9,237,21,79,92,121,58,218
"Leicestershire","East Midlands","2015-08-01","Aug",2015,"Q3_2015",1,173,14,28,2,143,11,37,43,45,12,162
"Lincolnshire","East Midlands","2015-08-01","Aug",2015,"Q3_2015",0,109,12,16,3,122,5,21,40,41,25,122
"Merseyside","Mersey-Cheshire","2015-08-01","Aug",2015,"Q3_2015",1,259,25,22,10,182,16,45,180,86,10,120
"Metropolitan and City","Greater London","2015-08-01","Aug",2015,"Q3_2015",14,1245,128,171,58,891,180,282,835,446,432,1285
"Norfolk","East of England","2015-08-01","Aug",2015,"Q3_2015",0,177,5,14,3,119,10,46,51,79,24,117
"Northamptonshire","East Midlands","2015-08-01","Aug",2015,"Q3_2015",1,157,15,13,6,156,7,36,58,34,12,154
"Northumbria","North East","2015-08-01","Aug",2015,"Q3_2015",2,362,25,42,8,435,18,134,114,194,34,251
"North Wales","Cymru/Wales","2015-08-01","Aug",2015,"Q3_2015",0,171,14,21,2,127,10,37,45,53,8,110
"North Yorkshire","Yorkshire and Humberside","2015-08-01","Aug",2015,"Q3_2015",0,106,7,15,3,124,7,36,40,71,18,107
"Nottinghamshire","East Midlands","2015-08-01","Aug",2015,"Q3_2015",0,277,17,24,16,257,20,73,120,78,56,179
"South Wales","Cymru/Wales","2015-08-01","Aug",2015,"Q3_2015",0,354,22,47,10,248,22,60,122,138,19,621
"South Yorkshire","Yorkshire and Humberside","2015-08-01","Aug",2015,"Q3_2015",1,208,9,60,10,237,12,71,92,100,23,158
"Staffordshire","West Midlands","2015-08-01","Aug",2015,"Q3_2015",0,160,21,25,1,128,8,42,73,45,38,144
"Suffolk","East of England","2015-08-01","Aug",2015,"Q3_2015",0,115,6,7,2,93,4,25,51,47,22,83
"Surrey","South East","2015-08-01","Aug",2015,"Q3_2015",0,140,10,11,5,74,8,15,42,53,11,109
"Sussex","South East","2015-08-01","Aug",2015,"Q3_2015",0,240,25,25,5,194,20,36,81,73,26,186
"Thames Valley","Thames and Chiltern","2015-08-01","Aug",2015,"Q3_2015",2,326,36,42,7,283,13,56,148,117,30,210
"Warwickshire","West Midlands","2015-08-01","Aug",2015,"Q3_2015",0,67,10,5,0,64,3,20,19,14,16,58
"West Mercia","West Midlands","2015-08-01","Aug",2015,"Q3_2015",2,181,15,19,11,150,4,35,55,44,17,150
"West Midlands","West Midlands","2015-08-01","Aug",2015,"Q3_2015",2,561,57,74,31,548,59,97,193,188,140,344
"West Yorkshire","Yorkshire and Humberside","2015-08-01","Aug",2015,"Q3_2015",5,396,65,61,13,301,40,107,115,157,51,279
"Wiltshire","Oxfordshire","2015-08-01","Aug",2015,"Q3_2015",0,91,7,8,1,95,3,22,28,41,6,62
"Avon and Somerset","South West","2015-09-01","Sep",2015,"Q3_2015",0,277,42,29,12,240,12,90,74,41,84,237
"Bedfordshire","Thames and Chiltern","2015-09-01","Sep",2015,"Q3_2015",2,102,6,15,5,80,10,30,37,40,4,93
"Cambridgeshire","East of England","2015-09-01","Sep",2015,"Q3_2015",0,120,6,17,16,50,11,27,33,21,4,91
"Cheshire","Mersey-Cheshire","2015-09-01","Sep",2015,"Q3_2015",0,288,26,27,5,200,15,55,74,110,22,194
"Cleveland","North East","2015-09-01","Sep",2015,"Q3_2015",0,127,15,40,10,303,10,49,56,97,18,85
"Cumbria","North West","2015-09-01","Sep",2015,"Q3_2015",0,79,7,7,3,97,8,27,43,47,16,80
"Derbyshire","East Midlands","2015-09-01","Sep",2015,"Q3_2015",0,205,17,16,7,130,9,44,59,68,20,126
"Devon and Cornwall","South West","2015-09-01","Sep",2015,"Q3_2015",0,148,6,26,6,130,15,50,62,51,81,189
"Dorset","Oxfordshire","2015-09-01","Sep",2015,"Q3_2015",1,144,8,12,1,113,6,35,39,27,21,123
"Durham","North East","2015-09-01","Sep",2015,"Q3_2015",0,120,10,29,2,153,4,46,23,58,14,94
"Dyfed Powys","Cymru/Wales","2015-09-01","Sep",2015,"Q3_2015",2,77,7,5,2,47,2,13,67,47,10,61
"Essex","East of England","2015-09-01","Sep",2015,"Q3_2015",2,322,29,29,7,182,8,66,85,70,13,291
"Gloucestershire","South West","2015-09-01","Sep",2015,"Q3_2015",0,107,5,12,4,95,7,30,22,13,12,77
"GreaterManchester","North West","2015-09-01","Sep",2015,"Q3_2015",2,679,67,90,39,388,47,159,199,211,85,414
"Gwent","Cymru/Wales","2015-09-01","Sep",2015,"Q3_2015",0,124,7,14,0,85,13,17,57,44,6,67
"Hampshire","Oxfordshire","2015-09-01","Sep",2015,"Q3_2015",1,277,39,41,3,232,13,54,122,104,56,249
"Hertfordshire","Thames and Chiltern","2015-09-01","Sep",2015,"Q3_2015",1,227,6,22,6,209,27,46,71,57,10,178
"Humberside","Yorkshire and Humberside","2015-09-01","Sep",2015,"Q3_2015",0,186,28,34,4,181,14,40,53,76,10,124
"Kent","South East","2015-09-01","Sep",2015,"Q3_2015",3,302,35,42,8,258,21,46,104,55,41,212
"Lancashire","North West","2015-09-01","Sep",2015,"Q3_2015",3,244,20,55,7,270,17,100,92,130,70,259
"Leicestershire","East Midlands","2015-09-01","Sep",2015,"Q3_2015",3,145,14,27,2,139,11,23,40,36,13,126
"Lincolnshire","East Midlands","2015-09-01","Sep",2015,"Q3_2015",2,121,14,21,5,122,2,24,38,55,20,141
"Merseyside","Mersey-Cheshire","2015-09-01","Sep",2015,"Q3_2015",2,411,23,29,6,262,10,80,247,140,52,216
"Metropolitan and City","Greater London","2015-09-01","Sep",2015,"Q3_2015",11,1454,130,227,122,1069,198,335,1020,513,538,1457
"Norfolk","East of England","2015-09-01","Sep",2015,"Q3_2015",0,231,10,22,3,120,5,32,56,85,10,137
"Northamptonshire","East Midlands","2015-09-01","Sep",2015,"Q3_2015",0,145,14,14,4,115,9,28,33,27,12,116
"Northumbria","North East","2015-09-01","Sep",2015,"Q3_2015",0,293,25,51,9,428,27,114,76,192,35,226
"North Wales","Cymru/Wales","2015-09-01","Sep",2015,"Q3_2015",2,155,11,17,6,159,9,42,46,65,10,113
"North Yorkshire","Yorkshire and Humberside","2015-09-01","Sep",2015,"Q3_2015",1,139,8,20,0,140,9,45,51,81,13,145
"Nottinghamshire","East Midlands","2015-09-01","Sep",2015,"Q3_2015",5,216,15,21,19,268,20,54,122,77,46,169
"South Wales","Cymru/Wales","2015-09-01","Sep",2015,"Q3_2015",3,391,36,56,12,264,15,63,162,143,11,602
"South Yorkshire","Yorkshire and Humberside","2015-09-01","Sep",2015,"Q3_2015",1,207,9,45,6,333,28,82,104,102,30,163
"Staffordshire","West Midlands","2015-09-01","Sep",2015,"Q3_2015",2,220,29,24,9,165,12,64,66,42,40,193
"Suffolk","East of England","2015-09-01","Sep",2015,"Q3_2015",1,131,10,6,2,73,7,12,33,48,12,84
"Surrey","South East","2015-09-01","Sep",2015,"Q3_2015",1,125,8,11,5,88,3,34,44,31,15,138
"Sussex","South East","2015-09-01","Sep",2015,"Q3_2015",2,242,32,32,7,195,11,44,92,67,25,203
"Thames Valley","Thames and Chiltern","2015-09-01","Sep",2015,"Q3_2015",3,452,52,45,17,339,29,59,167,131,32,325
"Warwickshire","West Midlands","2015-09-01","Sep",2015,"Q3_2015",0,63,11,14,4,73,1,18,18,18,11,69
"West Mercia","West Midlands","2015-09-01","Sep",2015,"Q3_2015",1,249,31,25,1,160,5,45,55,51,32,166
"West Midlands","West Midlands","2015-09-01","Sep",2015,"Q3_2015",2,607,52,66,53,650,95,119,185,233,137,387
"West Yorkshire","Yorkshire and Humberside","2015-09-01","Sep",2015,"Q3_2015",5,497,48,60,24,330,22,114,127,181,82,335
"Wiltshire","Oxfordshire","2015-09-01","Sep",2015,"Q3_2015",1,120,4,8,5,80,3,26,48,32,2,62
"Avon and Somerset","South West","2015-10-01","Oct",2015,"Q4_2015",5,354,55,38,5,240,20,56,118,88,12,205
"Bedfordshire","Thames and Chiltern","2015-10-01","Oct",2015,"Q4_2015",2,97,4,16,9,66,9,16,27,26,5,77
"Cambridgeshire","East of England","2015-10-01","Oct",2015,"Q4_2015",2,117,2,18,1,96,10,27,30,29,14,123
"Cheshire","Mersey-Cheshire","2015-10-01","Oct",2015,"Q4_2015",0,263,13,20,3,187,10,48,79,66,22,203
"Cleveland","North East","2015-10-01","Oct",2015,"Q4_2015",0,149,14,44,4,259,9,41,76,88,5,75
"Cumbria","North West","2015-10-01","Oct",2015,"Q4_2015",0,106,6,18,2,80,9,17,40,58,8,102
"Derbyshire","East Midlands","2015-10-01","Oct",2015,"Q4_2015",1,231,17,19,4,146,9,52,72,56,12,103
"Devon and Cornwall","South West","2015-10-01","Oct",2015,"Q4_2015",1,230,15,39,4,141,22,51,86,68,5,185
"Dorset","Oxfordshire","2015-10-01","Oct",2015,"Q4_2015",1,161,9,23,2,99,8,35,41,63,2,104
"Durham","North East","2015-10-01","Oct",2015,"Q4_2015",0,135,12,32,3,146,5,39,25,48,8,111
"Dyfed Powys","Cymru/Wales","2015-10-01","Oct",2015,"Q4_2015",1,91,6,9,2,47,9,36,77,38,7,63
"Essex","East of England","2015-10-01","Oct",2015,"Q4_2015",1,376,39,37,8,187,22,44,82,56,19,251
"Gloucestershire","South West","2015-10-01","Oct",2015,"Q4_2015",0,74,6,12,2,86,12,16,26,22,1,65
"GreaterManchester","North West","2015-10-01","Oct",2015,"Q4_2015",1,629,65,59,28,336,32,94,163,156,21,392
"Gwent","Cymru/Wales","2015-10-01","Oct",2015,"Q4_2015",0,121,8,11,2,79,3,22,31,37,3,51
"Hampshire","Oxfordshire","2015-10-01","Oct",2015,"Q4_2015",2,291,34,46,6,251,14,75,101,127,20,291
"Hertfordshire","Thames and Chiltern","2015-10-01","Oct",2015,"Q4_2015",0,119,4,26,2,104,13,22,60,26,0,81
"Humberside","Yorkshire and Humberside","2015-10-01","Oct",2015,"Q4_2015",0,178,22,23,1,180,15,41,61,71,6,132
"Kent","South East","2015-10-01","Oct",2015,"Q4_2015",2,290,28,43,6,181,47,44,76,58,22,198
"Lancashire","North West","2015-10-01","Oct",2015,"Q4_2015",1,337,28,74,15,280,24,66,108,171,23,243
"Leicestershire","East Midlands","2015-10-01","Oct",2015,"Q4_2015",1,161,15,30,8,119,18,26,53,39,7,131
"Lincolnshire","East Midlands","2015-10-01","Oct",2015,"Q4_2015",1,152,15,21,1,138,2,38,46,55,12,149
"Merseyside","Mersey-Cheshire","2015-10-01","Oct",2015,"Q4_2015",0,307,16,33,10,170,10,48,128,92,29,215
"Metropolitan and City","Greater London","2015-10-01","Oct",2015,"Q4_2015",26,1795,146,230,110,1056,260,333,1187,604,221,1258
"Norfolk","East of England","2015-10-01","Oct",2015,"Q4_2015",1,233,11,17,8,140,7,37,85,91,15,120
"Northamptonshire","East Midlands","2015-10-01","Oct",2015,"Q4_2015",3,133,6,13,2,93,8,22,46,29,6,123
"Northumbria","North East","2015-10-01","Oct",2015,"Q4_2015",1,348,33,42,17,458,27,92,105,212,26,248
"North Wales","Cymru/Wales","2015-10-01","Oct",2015,"Q4_2015",2,205,19,31,6,151,14,42,29,53,8,103
"North Yorkshire","Yorkshire and Humberside","2015-10-01","Oct",2015,"Q4_2015",2,129,8,19,2,113,12,26,34,43,13,101
"Nottinghamshire","East Midlands","2015-10-01","Oct",2015,"Q4_2015",6,333,24,37,8,282,26,64,138,110,25,170
"South Wales","Cymru/Wales","2015-10-01","Oct",2015,"Q4_2015",0,335,19,46,17,218,26,52,142,119,14,591
"South Yorkshire","Yorkshire and Humberside","2015-10-01","Oct",2015,"Q4_2015",1,215,11,56,13,269,26,78,99,110,18,183
"Staffordshire","West Midlands","2015-10-01","Oct",2015,"Q4_2015",3,196,10,28,2,153,13,44,83,65,17,185
"Suffolk","East of England","2015-10-01","Oct",2015,"Q4_2015",1,172,11,16,0,77,9,28,49,31,10,99
"Surrey","South East","2015-10-01","Oct",2015,"Q4_2015",0,144,9,29,2,87,8,14,56,32,5,117
"Sussex","South East","2015-10-01","Oct",2015,"Q4_2015",0,308,31,35,8,179,20,61,91,65,9,233
"Thames Valley","Thames and Chiltern","2015-10-01","Oct",2015,"Q4_2015",9,394,38,46,8,242,25,47,147,76,21,215
"Warwickshire","West Midlands","2015-10-01","Oct",2015,"Q4_2015",0,83,8,10,8,54,6,15,27,26,7,80
"West Mercia","West Midlands","2015-10-01","Oct",2015,"Q4_2015",2,231,23,22,3,125,13,31,61,75,8,144
"West Midlands","West Midlands","2015-10-01","Oct",2015,"Q4_2015",6,736,47,83,43,660,74,121,253,228,60,377
"West Yorkshire","Yorkshire and Humberside","2015-10-01","Oct",2015,"Q4_2015",2,504,50,64,10,348,24,104,122,129,30,294
"Wiltshire","Oxfordshire","2015-10-01","Oct",2015,"Q4_2015",3,132,5,12,0,91,6,26,29,41,4,75
"Avon and Somerset","South West","2015-12-01","Dec",2015,"Q4_2015",1,190,32,27,5,135,18,30,52,60,5,175
"Bedfordshire","Thames and Chiltern","2015-12-01","Dec",2015,"Q4_2015",0,29,4,3,3,13,1,3,8,3,2,1
"Cambridgeshire","East of England","2015-12-01","Dec",2015,"Q4_2015",2,103,9,19,3,54,9,23,35,31,5,72
"Cheshire","Mersey-Cheshire","2015-12-01","Dec",2015,"Q4_2015",3,200,29,20,4,171,19,52,77,99,14,167
"Cleveland","North East","2015-12-01","Dec",2015,"Q4_2015",1,131,5,15,3,266,6,40,62,57,7,81
"Cumbria","North West","2015-12-01","Dec",2015,"Q4_2015",0,93,7,4,3,69,4,25,27,38,6,89
"Derbyshire","East Midlands","2015-12-01","Dec",2015,"Q4_2015",3,206,26,18,7,127,15,43,59,30,9,98
"Devon and Cornwall","South West","2015-12-01","Dec",2015,"Q4_2015",0,228,13,28,0,114,13,36,59,68,8,172
"Dorset","Oxfordshire","2015-12-01","Dec",2015,"Q4_2015",2,120,9,23,1,104,4,16,42,38,3,64
"Durham","North East","2015-12-01","Dec",2015,"Q4_2015",0,143,5,24,4,106,14,30,35,32,8,80
"Dyfed Powys","Cymru/Wales","2015-12-01","Dec",2015,"Q4_2015",1,71,4,7,0,33,3,13,50,30,3,72
"Essex","East of England","2015-12-01","Dec",2015,"Q4_2015",1,263,36,31,7,205,11,58,58,51,7,219
"Gloucestershire","South West","2015-12-01","Dec",2015,"Q4_2015",0,67,1,15,1,69,4,10,20,13,2,52
"GreaterManchester","North West","2015-12-01","Dec",2015,"Q4_2015",3,662,88,78,30,319,33,89,134,180,31,328
"Gwent","Cymru/Wales","2015-12-01","Dec",2015,"Q4_2015",0,99,7,13,2,59,8,24,50,28,3,57
"Hampshire","Oxfordshire","2015-12-01","Dec",2015,"Q4_2015",6,291,32,45,15,200,25,49,68,65,14,235
"Hertfordshire","Thames and Chiltern","2015-12-01","Dec",2015,"Q4_2015",1,40,11,5,3,36,6,4,16,2,2,8
"Humberside","Yorkshire and Humberside","2015-12-01","Dec",2015,"Q4_2015",2,163,29,30,11,168,4,45,57,55,5,100
"Kent","South East","2015-12-01","Dec",2015,"Q4_2015",3,267,26,43,11,174,22,44,88,50,14,142
"Lancashire","North West","2015-12-01","Dec",2015,"Q4_2015",1,255,5,56,23,199,9,64,109,109,8,215
"Leicestershire","East Midlands","2015-12-01","Dec",2015,"Q4_2015",2,167,15,11,6,121,14,33,51,40,6,121
"Lincolnshire","East Midlands","2015-12-01","Dec",2015,"Q4_2015",1,115,16,20,3,87,6,26,18,46,1,97
"Merseyside","Mersey-Cheshire","2015-12-01","Dec",2015,"Q4_2015",3,281,32,21,15,226,29,64,175,82,37,193
"Metropolitan and City","Greater London","2015-12-01","Dec",2015,"Q4_2015",22,1715,149,202,82,967,261,219,949,449,138,996
"Norfolk","East of England","2015-12-01","Dec",2015,"Q4_2015",0,214,6,22,1,85,11,32,60,71,15,94
"Northamptonshire","East Midlands","2015-12-01","Dec",2015,"Q4_2015",0,142,10,10,3,90,12,24,36,34,9,105
"Northumbria","North East","2015-12-01","Dec",2015,"Q4_2015",7,308,53,61,8,347,44,80,79,160,13,167
"North Wales","Cymru/Wales","2015-12-01","Dec",2015,"Q4_2015",1,153,20,16,0,148,8,36,39,55,5,104
